"AGE","GEO","UNIT","TIME","SEX","Value","Flag and Footnotes"
"81 years","Jadranska Hrvatska","Number","2011","Total","8,346",""
"81 years","Jadranska Hrvatska","Number","2011","Males","3,151",""
"81 years","Jadranska Hrvatska","Number","2011","Females","5,195",""
"81 years","Primorsko-goranska zupanija","Number","2011","Total","1,751",""
"81 years","Primorsko-goranska zupanija","Number","2011","Males","655",""
"81 years","Primorsko-goranska zupanija","Number","2011","Females","1,096",""
"81 years","Licko-senjska zupanija","Number","2011","Total","402",""
"81 years","Licko-senjska zupanija","Number","2011","Males","184",""
"81 years","Licko-senjska zupanija","Number","2011","Females","218",""
"81 years","Zadarska zupanija","Number","2011","Total","959",""
"81 years","Zadarska zupanija","Number","2011","Males","382",""
"81 years","Zadarska zupanija","Number","2011","Females","577",""
"81 years","Sibensko-kninska zupanija","Number","2011","Total","866",""
"81 years","Sibensko-kninska zupanija","Number","2011","Males","342",""
"81 years","Sibensko-kninska zupanija","Number","2011","Females","524",""
"81 years","Splitsko-dalmatinska zupanija","Number","2011","Total","2,436",""
"81 years","Splitsko-dalmatinska zupanija","Number","2011","Males","911",""
"81 years","Splitsko-dalmatinska zupanija","Number","2011","Females","1,525",""
"81 years","Istarska zupanija","Number","2011","Total","1,184",""
"81 years","Istarska zupanija","Number","2011","Males","391",""
"81 years","Istarska zupanija","Number","2011","Females","793",""
"81 years","Dubrovacko-neretvanska zupanija","Number","2011","Total","748",""
"81 years","Dubrovacko-neretvanska zupanija","Number","2011","Males","286",""
"81 years","Dubrovacko-neretvanska zupanija","Number","2011","Females","462",""
"81 years","Kontinentalna Hrvatska","Number","2011","Total","15,910",""
"81 years","Kontinentalna Hrvatska","Number","2011","Males","5,224",""
"81 years","Kontinentalna Hrvatska","Number","2011","Females","10,686",""
"81 years","Grad Zagreb","Number","2011","Total","4,197",""
"81 years","Grad Zagreb","Number","2011","Males","1,430",""
"81 years","Grad Zagreb","Number","2011","Females","2,767",""
"81 years","Zagrebacka zupanija","Number","2011","Total","1,568",""
"81 years","Zagrebacka zupanija","Number","2011","Males","523",""
"81 years","Zagrebacka zupanija","Number","2011","Females","1,045",""
"81 years","Krapinsko-zagorska zupanija","Number","2011","Total","795",""
"81 years","Krapinsko-zagorska zupanija","Number","2011","Males","230",""
"81 years","Krapinsko-zagorska zupanija","Number","2011","Females","565",""
"81 years","Varazdinska zupanija","Number","2011","Total","883",""
"81 years","Varazdinska zupanija","Number","2011","Males","271",""
"81 years","Varazdinska zupanija","Number","2011","Females","612",""
"81 years","Koprivnicko-krizevacka zupanija","Number","2011","Total","683",""
"81 years","Koprivnicko-krizevacka zupanija","Number","2011","Males","229",""
"81 years","Koprivnicko-krizevacka zupanija","Number","2011","Females","454",""
"81 years","Medimurska zupanija","Number","2011","Total","561",""
"81 years","Medimurska zupanija","Number","2011","Males","176",""
"81 years","Medimurska zupanija","Number","2011","Females","385",""
"81 years","Bjelovarsko-bilogorska zupanija","Number","2011","Total","768",""
"81 years","Bjelovarsko-bilogorska zupanija","Number","2011","Males","267",""
"81 years","Bjelovarsko-bilogorska zupanija","Number","2011","Females","501",""
"81 years","Viroviticko-podravska zupanija","Number","2011","Total","490",""
"81 years","Viroviticko-podravska zupanija","Number","2011","Males","146",""
"81 years","Viroviticko-podravska zupanija","Number","2011","Females","344",""
"81 years","Pozesko-slavonska zupanija","Number","2011","Total","458",""
"81 years","Pozesko-slavonska zupanija","Number","2011","Males","147",""
"81 years","Pozesko-slavonska zupanija","Number","2011","Females","311",""
"81 years","Brodsko-posavska zupanija","Number","2011","Total","913",""
"81 years","Brodsko-posavska zupanija","Number","2011","Males","282",""
"81 years","Brodsko-posavska zupanija","Number","2011","Females","631",""
"81 years","Osjecko-baranjska zupanija","Number","2011","Total","1,590",""
"81 years","Osjecko-baranjska zupanija","Number","2011","Males","529",""
"81 years","Osjecko-baranjska zupanija","Number","2011","Females","1,061",""
"81 years","Vukovarsko-srijemska zupanija","Number","2011","Total","952",""
"81 years","Vukovarsko-srijemska zupanija","Number","2011","Males","301",""
"81 years","Vukovarsko-srijemska zupanija","Number","2011","Females","651",""
"81 years","Karlovacka zupanija","Number","2011","Total","933",""
"81 years","Karlovacka zupanija","Number","2011","Males","317",""
"81 years","Karlovacka zupanija","Number","2011","Females","616",""
"81 years","Sisacko-moslavacka zupanija","Number","2011","Total","1,119",""
"81 years","Sisacko-moslavacka zupanija","Number","2011","Males","376",""
"81 years","Sisacko-moslavacka zupanija","Number","2011","Females","743",""
"82 years","Croatia","Number","2011","Total","21,201",""
"82 years","Croatia","Number","2011","Males","7,062",""
"82 years","Croatia","Number","2011","Females","14,139",""
"82 years","Hrvatska","Number","2011","Total","21,201",""
"82 years","Hrvatska","Number","2011","Males","7,062",""
"82 years","Hrvatska","Number","2011","Females","14,139",""
"82 years","Jadranska Hrvatska","Number","2011","Total","7,485",""
"82 years","Jadranska Hrvatska","Number","2011","Males","2,798",""
"82 years","Jadranska Hrvatska","Number","2011","Females","4,687",""
"82 years","Primorsko-goranska zupanija","Number","2011","Total","1,579",""
"82 years","Primorsko-goranska zupanija","Number","2011","Males","606",""
"82 years","Primorsko-goranska zupanija","Number","2011","Females","973",""
"82 years","Licko-senjska zupanija","Number","2011","Total","418",""
"82 years","Licko-senjska zupanija","Number","2011","Males","174",""
"82 years","Licko-senjska zupanija","Number","2011","Females","244",""
"82 years","Zadarska zupanija","Number","2011","Total","816",""
"82 years","Zadarska zupanija","Number","2011","Males","289",""
"82 years","Zadarska zupanija","Number","2011","Females","527",""
"82 years","Sibensko-kninska zupanija","Number","2011","Total","726",""
"82 years","Sibensko-kninska zupanija","Number","2011","Males","277",""
"82 years","Sibensko-kninska zupanija","Number","2011","Females","449",""
"82 years","Splitsko-dalmatinska zupanija","Number","2011","Total","2,234",""
"82 years","Splitsko-dalmatinska zupanija","Number","2011","Males","847",""
"82 years","Splitsko-dalmatinska zupanija","Number","2011","Females","1,387",""
"82 years","Istarska zupanija","Number","2011","Total","1,074",""
"82 years","Istarska zupanija","Number","2011","Males","363",""
"82 years","Istarska zupanija","Number","2011","Females","711",""
"82 years","Dubrovacko-neretvanska zupanija","Number","2011","Total","638",""
"82 years","Dubrovacko-neretvanska zupanija","Number","2011","Males","242",""
"82 years","Dubrovacko-neretvanska zupanija","Number","2011","Females","396",""
"82 years","Kontinentalna Hrvatska","Number","2011","Total","13,716",""
"82 years","Kontinentalna Hrvatska","Number","2011","Males","4,264",""
"82 years","Kontinentalna Hrvatska","Number","2011","Females","9,452",""
"82 years","Grad Zagreb","Number","2011","Total","3,704",""
"82 years","Grad Zagreb","Number","2011","Males","1,229",""
"82 years","Grad Zagreb","Number","2011","Females","2,475",""
"82 years","Zagrebacka zupanija","Number","2011","Total","1,282",""
"82 years","Zagrebacka zupanija","Number","2011","Males","407",""
"82 years","Zagrebacka zupanija","Number","2011","Females","875",""
"82 years","Krapinsko-zagorska zupanija","Number","2011","Total","645",""
"82 years","Krapinsko-zagorska zupanija","Number","2011","Males","174",""
"82 years","Krapinsko-zagorska zupanija","Number","2011","Females","471",""
"82 years","Varazdinska zupanija","Number","2011","Total","820",""
"82 years","Varazdinska zupanija","Number","2011","Males","239",""
"82 years","Varazdinska zupanija","Number","2011","Females","581",""
"82 years","Koprivnicko-krizevacka zupanija","Number","2011","Total","541",""
"82 years","Koprivnicko-krizevacka zupanija","Number","2011","Males","167",""
"82 years","Koprivnicko-krizevacka zupanija","Number","2011","Females","374",""
"82 years","Medimurska zupanija","Number","2011","Total","486",""
"82 years","Medimurska zupanija","Number","2011","Males","119",""
"82 years","Medimurska zupanija","Number","2011","Females","367",""
"82 years","Bjelovarsko-bilogorska zupanija","Number","2011","Total","684",""
"82 years","Bjelovarsko-bilogorska zupanija","Number","2011","Males","205",""
"82 years","Bjelovarsko-bilogorska zupanija","Number","2011","Females","479",""
"82 years","Viroviticko-podravska zupanija","Number","2011","Total","385",""
"82 years","Viroviticko-podravska zupanija","Number","2011","Males","104",""
"82 years","Viroviticko-podravska zupanija","Number","2011","Females","281",""
"82 years","Pozesko-slavonska zupanija","Number","2011","Total","389",""
"82 years","Pozesko-slavonska zupanija","Number","2011","Males","123",""
"82 years","Pozesko-slavonska zupanija","Number","2011","Females","266",""
"82 years","Brodsko-posavska zupanija","Number","2011","Total","774",""
"82 years","Brodsko-posavska zupanija","Number","2011","Males","241",""
"82 years","Brodsko-posavska zupanija","Number","2011","Females","533",""
"82 years","Osjecko-baranjska zupanija","Number","2011","Total","1,385",""
"82 years","Osjecko-baranjska zupanija","Number","2011","Males","410",""
"82 years","Osjecko-baranjska zupanija","Number","2011","Females","975",""
"82 years","Vukovarsko-srijemska zupanija","Number","2011","Total","810",""
"82 years","Vukovarsko-srijemska zupanija","Number","2011","Males","258",""
"82 years","Vukovarsko-srijemska zupanija","Number","2011","Females","552",""
"82 years","Karlovacka zupanija","Number","2011","Total","874",""
"82 years","Karlovacka zupanija","Number","2011","Males","293",""
"82 years","Karlovacka zupanija","Number","2011","Females","581",""
"82 years","Sisacko-moslavacka zupanija","Number","2011","Total","937",""
"82 years","Sisacko-moslavacka zupanija","Number","2011","Males","295",""
"82 years","Sisacko-moslavacka zupanija","Number","2011","Females","642",""
"83 years","Croatia","Number","2011","Total","17,962",""
"83 years","Croatia","Number","2011","Males","5,881",""
"83 years","Croatia","Number","2011","Females","12,081",""
"83 years","Hrvatska","Number","2011","Total","17,962",""
"83 years","Hrvatska","Number","2011","Males","5,881",""
"83 years","Hrvatska","Number","2011","Females","12,081",""
"83 years","Jadranska Hrvatska","Number","2011","Total","6,552",""
"83 years","Jadranska Hrvatska","Number","2011","Males","2,313",""
"83 years","Jadranska Hrvatska","Number","2011","Females","4,239",""
"83 years","Primorsko-goranska zupanija","Number","2011","Total","1,361",""
"83 years","Primorsko-goranska zupanija","Number","2011","Males","474",""
"83 years","Primorsko-goranska zupanija","Number","2011","Females","887",""
"83 years","Licko-senjska zupanija","Number","2011","Total","340",""
"83 years","Licko-senjska zupanija","Number","2011","Males","130",""
"83 years","Licko-senjska zupanija","Number","2011","Females","210",""
"83 years","Zadarska zupanija","Number","2011","Total","716",""
"83 years","Zadarska zupanija","Number","2011","Males","275",""
"83 years","Zadarska zupanija","Number","2011","Females","441",""
"83 years","Sibensko-kninska zupanija","Number","2011","Total","606",""
"83 years","Sibensko-kninska zupanija","Number","2011","Males","228",""
"83 years","Sibensko-kninska zupanija","Number","2011","Females","378",""
"83 years","Splitsko-dalmatinska zupanija","Number","2011","Total","1,934",""
"83 years","Splitsko-dalmatinska zupanija","Number","2011","Males","685",""
"83 years","Splitsko-dalmatinska zupanija","Number","2011","Females","1,249",""
"83 years","Istarska zupanija","Number","2011","Total","1,013",""
"83 years","Istarska zupanija","Number","2011","Males","311",""
"83 years","Istarska zupanija","Number","2011","Females","702",""
"83 years","Dubrovacko-neretvanska zupanija","Number","2011","Total","582",""
"83 years","Dubrovacko-neretvanska zupanija","Number","2011","Males","210",""
"83 years","Dubrovacko-neretvanska zupanija","Number","2011","Females","372",""
"83 years","Kontinentalna Hrvatska","Number","2011","Total","11,410",""
"83 years","Kontinentalna Hrvatska","Number","2011","Males","3,568",""
"83 years","Kontinentalna Hrvatska","Number","2011","Females","7,842",""
"83 years","Grad Zagreb","Number","2011","Total","3,232",""
"83 years","Grad Zagreb","Number","2011","Males","1,086",""
"83 years","Grad Zagreb","Number","2011","Females","2,146",""
"83 years","Zagrebacka zupanija","Number","2011","Total","1,062",""
"83 years","Zagrebacka zupanija","Number","2011","Males","323",""
"83 years","Zagrebacka zupanija","Number","2011","Females","739",""
"83 years","Krapinsko-zagorska zupanija","Number","2011","Total","546",""
"83 years","Krapinsko-zagorska zupanija","Number","2011","Males","151",""
"83 years","Krapinsko-zagorska zupanija","Number","2011","Females","395",""
"83 years","Varazdinska zupanija","Number","2011","Total","628",""
"83 years","Varazdinska zupanija","Number","2011","Males","190",""
"83 years","Varazdinska zupanija","Number","2011","Females","438",""
"83 years","Koprivnicko-krizevacka zupanija","Number","2011","Total","404",""
"83 years","Koprivnicko-krizevacka zupanija","Number","2011","Males","119",""
"83 years","Koprivnicko-krizevacka zupanija","Number","2011","Females","285",""
"83 years","Medimurska zupanija","Number","2011","Total","427",""
"83 years","Medimurska zupanija","Number","2011","Males","124",""
"83 years","Medimurska zupanija","Number","2011","Females","303",""
"83 years","Bjelovarsko-bilogorska zupanija","Number","2011","Total","522",""
"83 years","Bjelovarsko-bilogorska zupanija","Number","2011","Males","164",""
"83 years","Bjelovarsko-bilogorska zupanija","Number","2011","Females","358",""
"83 years","Viroviticko-podravska zupanija","Number","2011","Total","338",""
"83 years","Viroviticko-podravska zupanija","Number","2011","Males","103",""
"83 years","Viroviticko-podravska zupanija","Number","2011","Females","235",""
"83 years","Pozesko-slavonska zupanija","Number","2011","Total","296",""
"83 years","Pozesko-slavonska zupanija","Number","2011","Males","90",""
"83 years","Pozesko-slavonska zupanija","Number","2011","Females","206",""
"83 years","Brodsko-posavska zupanija","Number","2011","Total","574",""
"83 years","Brodsko-posavska zupanija","Number","2011","Males","177",""
"83 years","Brodsko-posavska zupanija","Number","2011","Females","397",""
"83 years","Osjecko-baranjska zupanija","Number","2011","Total","1,155",""
"83 years","Osjecko-baranjska zupanija","Number","2011","Males","348",""
"83 years","Osjecko-baranjska zupanija","Number","2011","Females","807",""
"83 years","Vukovarsko-srijemska zupanija","Number","2011","Total","672",""
"83 years","Vukovarsko-srijemska zupanija","Number","2011","Males","197",""
"83 years","Vukovarsko-srijemska zupanija","Number","2011","Females","475",""
"83 years","Karlovacka zupanija","Number","2011","Total","751",""
"83 years","Karlovacka zupanija","Number","2011","Males","255",""
"83 years","Karlovacka zupanija","Number","2011","Females","496",""
"83 years","Sisacko-moslavacka zupanija","Number","2011","Total","803",""
"83 years","Sisacko-moslavacka zupanija","Number","2011","Males","241",""
"83 years","Sisacko-moslavacka zupanija","Number","2011","Females","562",""
"84 years","Croatia","Number","2011","Total","15,923",""
"84 years","Croatia","Number","2011","Males","4,675",""
"84 years","Croatia","Number","2011","Females","11,248",""
"84 years","Hrvatska","Number","2011","Total","15,923",""
"84 years","Hrvatska","Number","2011","Males","4,675",""
"84 years","Hrvatska","Number","2011","Females","11,248",""
"84 years","Jadranska Hrvatska","Number","2011","Total","5,680",""
"84 years","Jadranska Hrvatska","Number","2011","Males","1,821",""
"84 years","Jadranska Hrvatska","Number","2011","Females","3,859",""
"84 years","Primorsko-goranska zupanija","Number","2011","Total","1,133",""
"84 years","Primorsko-goranska zupanija","Number","2011","Males","363",""
"84 years","Primorsko-goranska zupanija","Number","2011","Females","770",""
"84 years","Licko-senjska zupanija","Number","2011","Total","279",""
"84 years","Licko-senjska zupanija","Number","2011","Males","76",""
"84 years","Licko-senjska zupanija","Number","2011","Females","203",""
"84 years","Zadarska zupanija","Number","2011","Total","684",""
"84 years","Zadarska zupanija","Number","2011","Males","230",""
"84 years","Zadarska zupanija","Number","2011","Females","454",""
"84 years","Sibensko-kninska zupanija","Number","2011","Total","543",""
"84 years","Sibensko-kninska zupanija","Number","2011","Males","167",""
"84 years","Sibensko-kninska zupanija","Number","2011","Females","376",""
"84 years","Splitsko-dalmatinska zupanija","Number","2011","Total","1,694",""
"84 years","Splitsko-dalmatinska zupanija","Number","2011","Males","564",""
"84 years","Splitsko-dalmatinska zupanija","Number","2011","Females","1,130",""
"84 years","Istarska zupanija","Number","2011","Total","827",""
"84 years","Istarska zupanija","Number","2011","Males","244",""
"84 years","Istarska zupanija","Number","2011","Females","583",""
"84 years","Dubrovacko-neretvanska zupanija","Number","2011","Total","520",""
"84 years","Dubrovacko-neretvanska zupanija","Number","2011","Males","177",""
"84 years","Dubrovacko-neretvanska zupanija","Number","2011","Females","343",""
"84 years","Kontinentalna Hrvatska","Number","2011","Total","10,243",""
"84 years","Kontinentalna Hrvatska","Number","2011","Males","2,854",""
"84 years","Kontinentalna Hrvatska","Number","2011","Females","7,389",""
"84 years","Grad Zagreb","Number","2011","Total","2,990",""
"84 years","Grad Zagreb","Number","2011","Males","946",""
"84 years","Grad Zagreb","Number","2011","Females","2,044",""
"84 years","Zagrebacka zupanija","Number","2011","Total","1,021",""
"84 years","Zagrebacka zupanija","Number","2011","Males","270",""
"84 years","Zagrebacka zupanija","Number","2011","Females","751",""
"84 years","Krapinsko-zagorska zupanija","Number","2011","Total","492",""
"84 years","Krapinsko-zagorska zupanija","Number","2011","Males","124",""
"84 years","Krapinsko-zagorska zupanija","Number","2011","Females","368",""
"84 years","Varazdinska zupanija","Number","2011","Total","603",""
"84 years","Varazdinska zupanija","Number","2011","Males","140",""
"84 years","Varazdinska zupanija","Number","2011","Females","463",""
"84 years","Koprivnicko-krizevacka zupanija","Number","2011","Total","421",""
"84 years","Koprivnicko-krizevacka zupanija","Number","2011","Males","117",""
"84 years","Koprivnicko-krizevacka zupanija","Number","2011","Females","304",""
"84 years","Medimurska zupanija","Number","2011","Total","371",""
"84 years","Medimurska zupanija","Number","2011","Males","102",""
"84 years","Medimurska zupanija","Number","2011","Females","269",""
"84 years","Bjelovarsko-bilogorska zupanija","Number","2011","Total","429",""
"84 years","Bjelovarsko-bilogorska zupanija","Number","2011","Males","105",""
"84 years","Bjelovarsko-bilogorska zupanija","Number","2011","Females","324",""
"84 years","Viroviticko-podravska zupanija","Number","2011","Total","282",""
"84 years","Viroviticko-podravska zupanija","Number","2011","Males","74",""
"84 years","Viroviticko-podravska zupanija","Number","2011","Females","208",""
"84 years","Pozesko-slavonska zupanija","Number","2011","Total","285",""
"84 years","Pozesko-slavonska zupanija","Number","2011","Males","77",""
"84 years","Pozesko-slavonska zupanija","Number","2011","Females","208",""
"84 years","Brodsko-posavska zupanija","Number","2011","Total","537",""
"84 years","Brodsko-posavska zupanija","Number","2011","Males","139",""
"84 years","Brodsko-posavska zupanija","Number","2011","Females","398",""
"84 years","Osjecko-baranjska zupanija","Number","2011","Total","993",""
"84 years","Osjecko-baranjska zupanija","Number","2011","Males","264",""
"84 years","Osjecko-baranjska zupanija","Number","2011","Females","729",""
"84 years","Vukovarsko-srijemska zupanija","Number","2011","Total","589",""
"84 years","Vukovarsko-srijemska zupanija","Number","2011","Males","150",""
"84 years","Vukovarsko-srijemska zupanija","Number","2011","Females","439",""
"84 years","Karlovacka zupanija","Number","2011","Total","595",""
"84 years","Karlovacka zupanija","Number","2011","Males","172",""
"84 years","Karlovacka zupanija","Number","2011","Females","423",""
"84 years","Sisacko-moslavacka zupanija","Number","2011","Total","635",""
"84 years","Sisacko-moslavacka zupanija","Number","2011","Males","174",""
"84 years","Sisacko-moslavacka zupanija","Number","2011","Females","461",""
"85 years","Croatia","Number","2011","Total","13,533",""
"85 years","Croatia","Number","2011","Males","3,818",""
"85 years","Croatia","Number","2011","Females","9,715",""
"85 years","Hrvatska","Number","2011","Total","13,533",""
"85 years","Hrvatska","Number","2011","Males","3,818",""
"85 years","Hrvatska","Number","2011","Females","9,715",""
"85 years","Jadranska Hrvatska","Number","2011","Total","4,900",""
"85 years","Jadranska Hrvatska","Number","2011","Males","1,504",""
"85 years","Jadranska Hrvatska","Number","2011","Females","3,396",""
"85 years","Primorsko-goranska zupanija","Number","2011","Total","1,013",""
"85 years","Primorsko-goranska zupanija","Number","2011","Males","315",""
"85 years","Primorsko-goranska zupanija","Number","2011","Females","698",""
"85 years","Licko-senjska zupanija","Number","2011","Total","205",""
"85 years","Licko-senjska zupanija","Number","2011","Males","66",""
"85 years","Licko-senjska zupanija","Number","2011","Females","139",""
"85 years","Zadarska zupanija","Number","2011","Total","556",""
"85 years","Zadarska zupanija","Number","2011","Males","188",""
"85 years","Zadarska zupanija","Number","2011","Females","368",""
"85 years","Sibensko-kninska zupanija","Number","2011","Total","472",""
"85 years","Sibensko-kninska zupanija","Number","2011","Males","128",""
"85 years","Sibensko-kninska zupanija","Number","2011","Females","344",""
"85 years","Splitsko-dalmatinska zupanija","Number","2011","Total","1,524",""
"85 years","Splitsko-dalmatinska zupanija","Number","2011","Males","474",""
"85 years","Splitsko-dalmatinska zupanija","Number","2011","Females","1,050",""
"85 years","Istarska zupanija","Number","2011","Total","688",""
"85 years","Istarska zupanija","Number","2011","Males","207",""
"85 years","Istarska zupanija","Number","2011","Females","481",""
"85 years","Dubrovacko-neretvanska zupanija","Number","2011","Total","442",""
"85 years","Dubrovacko-neretvanska zupanija","Number","2011","Males","126",""
"85 years","Dubrovacko-neretvanska zupanija","Number","2011","Females","316",""
"85 years","Kontinentalna Hrvatska","Number","2011","Total","8,633",""
"85 years","Kontinentalna Hrvatska","Number","2011","Males","2,314",""
"85 years","Kontinentalna Hrvatska","Number","2011","Females","6,319",""
"85 years","Grad Zagreb","Number","2011","Total","2,551",""
"85 years","Grad Zagreb","Number","2011","Males","782",""
"85 years","Grad Zagreb","Number","2011","Females","1,769",""
"85 years","Zagrebacka zupanija","Number","2011","Total","846",""
"85 years","Zagrebacka zupanija","Number","2011","Males","222",""
"85 years","Zagrebacka zupanija","Number","2011","Females","624",""
"85 years","Krapinsko-zagorska zupanija","Number","2011","Total","403",""
"85 years","Krapinsko-zagorska zupanija","Number","2011","Males","92",""
"85 years","Krapinsko-zagorska zupanija","Number","2011","Females","311",""
"85 years","Varazdinska zupanija","Number","2011","Total","541",""
"85 years","Varazdinska zupanija","Number","2011","Males","137",""
"85 years","Varazdinska zupanija","Number","2011","Females","404",""
"85 years","Koprivnicko-krizevacka zupanija","Number","2011","Total","329",""
"85 years","Koprivnicko-krizevacka zupanija","Number","2011","Males","87",""
"85 years","Koprivnicko-krizevacka zupanija","Number","2011","Females","242",""
"85 years","Medimurska zupanija","Number","2011","Total","342",""
"85 years","Medimurska zupanija","Number","2011","Males","80",""
"85 years","Medimurska zupanija","Number","2011","Females","262",""
"85 years","Bjelovarsko-bilogorska zupanija","Number","2011","Total","355",""
"85 years","Bjelovarsko-bilogorska zupanija","Number","2011","Males","87",""
"85 years","Bjelovarsko-bilogorska zupanija","Number","2011","Females","268",""
"85 years","Viroviticko-podravska zupanija","Number","2011","Total","226",""
"85 years","Viroviticko-podravska zupanija","Number","2011","Males","78",""
"85 years","Viroviticko-podravska zupanija","Number","2011","Females","148",""
"85 years","Pozesko-slavonska zupanija","Number","2011","Total","240",""
"85 years","Pozesko-slavonska zupanija","Number","2011","Males","60",""
"85 years","Pozesko-slavonska zupanija","Number","2011","Females","180",""
"85 years","Brodsko-posavska zupanija","Number","2011","Total","482",""
"85 years","Brodsko-posavska zupanija","Number","2011","Males","133",""
"85 years","Brodsko-posavska zupanija","Number","2011","Females","349",""
"85 years","Osjecko-baranjska zupanija","Number","2011","Total","831",""
"85 years","Osjecko-baranjska zupanija","Number","2011","Males","203",""
"85 years","Osjecko-baranjska zupanija","Number","2011","Females","628",""
"85 years","Vukovarsko-srijemska zupanija","Number","2011","Total","487",""
"85 years","Vukovarsko-srijemska zupanija","Number","2011","Males","113",""
"85 years","Vukovarsko-srijemska zupanija","Number","2011","Females","374",""
"85 years","Karlovacka zupanija","Number","2011","Total","476",""
"85 years","Karlovacka zupanija","Number","2011","Males","114",""
"85 years","Karlovacka zupanija","Number","2011","Females","362",""
"85 years","Sisacko-moslavacka zupanija","Number","2011","Total","524",""
"85 years","Sisacko-moslavacka zupanija","Number","2011","Males","126",""
"85 years","Sisacko-moslavacka zupanija","Number","2011","Females","398",""
"From 85 to 89 years","Croatia","Number","2011","Total","47,641",""
"From 85 to 89 years","Croatia","Number","2011","Males","12,415",""
"From 85 to 89 years","Croatia","Number","2011","Females","35,226",""
"From 85 to 89 years","Hrvatska","Number","2011","Total","47,641",""
"From 85 to 89 years","Hrvatska","Number","2011","Males","12,415",""
"From 85 to 89 years","Hrvatska","Number","2011","Females","35,226",""
"From 85 to 89 years","Jadranska Hrvatska","Number","2011","Total","17,404",""
"From 85 to 89 years","Jadranska Hrvatska","Number","2011","Males","4,883",""
"From 85 to 89 years","Jadranska Hrvatska","Number","2011","Females","12,521",""
"From 85 to 89 years","Primorsko-goranska zupanija","Number","2011","Total","3,811",""
"From 85 to 89 years","Primorsko-goranska zupanija","Number","2011","Males","1,079",""
"From 85 to 89 years","Primorsko-goranska zupanija","Number","2011","Females","2,732",""
"From 85 to 89 years","Licko-senjska zupanija","Number","2011","Total","711",""
"From 85 to 89 years","Licko-senjska zupanija","Number","2011","Males","181",""
"From 85 to 89 years","Licko-senjska zupanija","Number","2011","Females","530",""
"From 85 to 89 years","Zadarska zupanija","Number","2011","Total","2,050",""
"From 85 to 89 years","Zadarska zupanija","Number","2011","Males","608",""
"From 85 to 89 years","Zadarska zupanija","Number","2011","Females","1,442",""
"From 85 to 89 years","Sibensko-kninska zupanija","Number","2011","Total","1,579",""
"From 85 to 89 years","Sibensko-kninska zupanija","Number","2011","Males","424",""
"From 85 to 89 years","Sibensko-kninska zupanija","Number","2011","Females","1,155",""
"From 85 to 89 years","Splitsko-dalmatinska zupanija","Number","2011","Total","5,115",""
"From 85 to 89 years","Splitsko-dalmatinska zupanija","Number","2011","Males","1,432",""
"From 85 to 89 years","Splitsko-dalmatinska zupanija","Number","2011","Females","3,683",""
"From 85 to 89 years","Istarska zupanija","Number","2011","Total","2,568",""
"From 85 to 89 years","Istarska zupanija","Number","2011","Males","729",""
"From 85 to 89 years","Istarska zupanija","Number","2011","Females","1,839",""
"From 85 to 89 years","Dubrovacko-neretvanska zupanija","Number","2011","Total","1,570",""
"From 85 to 89 years","Dubrovacko-neretvanska zupanija","Number","2011","Males","430",""
"From 85 to 89 years","Dubrovacko-neretvanska zupanija","Number","2011","Females","1,140",""
"From 85 to 89 years","Kontinentalna Hrvatska","Number","2011","Total","30,237",""
"From 85 to 89 years","Kontinentalna Hrvatska","Number","2011","Males","7,532",""
"From 85 to 89 years","Kontinentalna Hrvatska","Number","2011","Females","22,705",""
"From 85 to 89 years","Grad Zagreb","Number","2011","Total","9,334",""
"From 85 to 89 years","Grad Zagreb","Number","2011","Males","2,555",""
"From 85 to 89 years","Grad Zagreb","Number","2011","Females","6,779",""
"From 85 to 89 years","Zagrebacka zupanija","Number","2011","Total","2,989",""
"From 85 to 89 years","Zagrebacka zupanija","Number","2011","Males","712",""
"From 85 to 89 years","Zagrebacka zupanija","Number","2011","Females","2,277",""
"From 85 to 89 years","Krapinsko-zagorska zupanija","Number","2011","Total","1,459",""
"From 85 to 89 years","Krapinsko-zagorska zupanija","Number","2011","Males","344",""
"From 85 to 89 years","Krapinsko-zagorska zupanija","Number","2011","Females","1,115",""
"From 85 to 89 years","Varazdinska zupanija","Number","2011","Total","1,854",""
"From 85 to 89 years","Varazdinska zupanija","Number","2011","Males","452",""
"From 85 to 89 years","Varazdinska zupanija","Number","2011","Females","1,402",""
"From 85 to 89 years","Koprivnicko-krizevacka zupanija","Number","2011","Total","1,221",""
"From 85 to 89 years","Koprivnicko-krizevacka zupanija","Number","2011","Males","315",""
"From 85 to 89 years","Koprivnicko-krizevacka zupanija","Number","2011","Females","906",""
"From 85 to 89 years","Medimurska zupanija","Number","2011","Total","1,161",""
"From 85 to 89 years","Medimurska zupanija","Number","2011","Males","291",""
"From 85 to 89 years","Medimurska zupanija","Number","2011","Females","870",""
"From 85 to 89 years","Bjelovarsko-bilogorska zupanija","Number","2011","Total","1,300",""
"From 85 to 89 years","Bjelovarsko-bilogorska zupanija","Number","2011","Males","325",""
"From 85 to 89 years","Bjelovarsko-bilogorska zupanija","Number","2011","Females","975",""
"From 85 to 89 years","Viroviticko-podravska zupanija","Number","2011","Total","754",""
"From 85 to 89 years","Viroviticko-podravska zupanija","Number","2011","Males","192",""
"From 85 to 89 years","Viroviticko-podravska zupanija","Number","2011","Females","562",""
"From 85 to 89 years","Pozesko-slavonska zupanija","Number","2011","Total","788",""
